InvoiceNumber,Date,Product_ID,Qty
334391,2022-08-06,1806,2
334392,2022-08-06,1493,2
334393,2022-08-06,1241,3
334394,2022-08-06,1110,3
334395,2022-08-06,1241,3
334396,2022-08-06,1343,4
334397,2022-08-06,1343,1
334398,2022-08-06,1110,3
334399,2022-08-07,1837,4
334400,2022-08-07,1843,2
334401,2022-08-07,1837,3
334402,2022-08-07,1241,5
334403,2022-08-07,1110,2
334404,2022-08-07,1837,2
334405,2022-08-07,1837,2
334406,2022-08-07,1493,4
334407,2022-08-07,1343,5
334408,2022-08-07,1493,4
334409,2022-08-07,1843,1
334410,2022-08-07,1806,3
334411,2022-08-07,1110,2
334412,2022-08-07,1837,3
334413,2022-08-08,1837,1
334414,2022-08-08,1843,4
334415,2022-08-08,1493,1
334416,2022-08-08,1837,3
334417,2022-08-08,1806,3
334418,2022-08-08,1343,4
334419,2022-08-08,1806,3
334420,2022-08-08,1110,4
334421,2022-08-08,1806,1
334422,2022-08-08,1110,3
334423,2022-08-08,1110,4
334424,2022-08-08,1837,4
334425,2022-08-08,1110,3
334426,2022-08-08,1843,4
334427,2022-08-09,1493,3
334428,2022-08-09,1493,3
334429,2022-08-09,1843,4
334430,2022-08-09,1837,3
334431,2022-08-09,1241,5
334432,2022-08-09,1843,4
334433,2022-08-09,1343,5
334434,2022-08-09,1343,2
334435,2022-08-09,1806,3
334436,2022-08-09,1343,5
334437,2022-08-09,1343,2
334438,2022-08-09,1843,4
334439,2022-08-09,1806,2
334440,2022-08-09,1241,4
334441,2022-08-10,1343,5
334442,2022-08-10,1241,3
334443,2022-08-10,1837,2
334444,2022-08-10,1493,1
334445,2022-08-10,1806,4
334446,2022-08-10,1110,1
334447,2022-08-10,1241,1
334448,2022-08-10,1110,3
334449,2022-08-10,1493,2
334450,2022-08-10,1343,4
334451,2022-08-10,1493,5
334452,2022-08-10,1241,4
334453,2022-08-10,1837,2
334454,2022-08-10,1837,3
334455,2022-08-11,1493,3
334456,2022-08-11,1110,2
334457,2022-08-11,1837,2
334458,2022-08-11,1843,4
334459,2022-08-11,1110,3
334460,2022-08-11,1843,3
334461,2022-08-11,1493,2
334462,2022-08-11,1837,5
334463,2022-08-11,1110,4
334464,2022-08-11,1110,4
334465,2022-08-11,1241,3
334466,2022-08-11,1806,3
334467,2022-08-11,1806,5
334468,2022-08-11,1806,2
334469,2022-08-12,1843,4
334470,2022-08-12,1837,3
334471,2022-08-12,1493,4
334472,2022-08-12,1493,4
334473,2022-08-12,1837,3
334474,2022-08-12,1241,1
334475,2022-08-12,1493,4
334476,2022-08-12,1241,4
334477,2022-08-12,1493,1
334478,2022-08-12,1843,4
334479,2022-08-12,1110,5
334480,2022-08-12,1241,3
334481,2022-08-12,1343,2
334482,2022-08-12,1493,2
334483,2022-08-13,1837,4
334484,2022-08-13,1806,4
334485,2022-08-13,1843,5
334486,2022-08-13,1493,2
334487,2022-08-13,1493,5
334488,2022-08-13,1110,1
334489,2022-08-13,1343,4
334490,2022-08-13,1343,5
334491,2022-08-13,1493,5
334492,2022-08-13,1837,3
334493,2022-08-13,1241,2
334494,2022-08-13,1493,3
334495,2022-08-13,1493,2
334496,2022-08-13,1843,3
334497,2022-08-14,1806,1
334498,2022-08-14,1343,1
334499,2022-08-14,1110,3
334500,2022-08-14,1343,2
334501,2022-08-14,1806,1
334502,2022-08-14,1493,5
334503,2022-08-14,1110,3
334504,2022-08-14,1806,3
334505,2022-08-14,1110,5
334506,2022-08-14,1493,2
334507,2022-08-14,1493,5
334508,2022-08-14,1110,3
334509,2022-08-14,1241,5
334510,2022-08-14,1241,5
334511,2022-08-15,1343,1
334512,2022-08-15,1110,2
334513,2022-08-15,1843,1
334514,2022-08-15,1343,4
334515,2022-08-15,1837,3
334516,2022-08-15,1806,3
334517,2022-08-15,1110,4
334518,2022-08-15,1837,3
334519,2022-08-15,1241,4
334520,2022-08-15,1110,5
334521,2022-08-15,1837,3
334522,2022-08-15,1843,3
334523,2022-08-15,1843,1
334524,2022-08-15,1343,2
334525,2022-08-16,1837,4
334526,2022-08-16,1843,1
334527,2022-08-16,1110,2
334528,2022-08-16,1241,1
334529,2022-08-16,1843,5
334530,2022-08-16,1843,1
334531,2022-08-16,1493,1
334532,2022-08-16,1843,3
334533,2022-08-16,1343,3
334534,2022-08-16,1110,2
334535,2022-08-16,1241,5
334536,2022-08-16,1837,1
334537,2022-08-16,1806,5
334538,2022-08-16,1837,1
334539,2022-08-17,1837,3
334540,2022-08-17,1343,5
334541,2022-08-17,1343,5
334542,2022-08-17,1110,4
334543,2022-08-17,1343,4
334544,2022-08-17,1110,5
334545,2022-08-17,1837,4
334546,2022-08-17,1343,4
334547,2022-08-17,1806,2
334548,2022-08-17,1837,5
334549,2022-08-17,1241,2
334550,2022-08-17,1806,5
334551,2022-08-17,1110,1
334552,2022-08-17,1241,3
334553,2022-08-18,1843,5
334554,2022-08-18,1806,4
334555,2022-08-18,1110,2
334556,2022-08-18,1241,1
334557,2022-08-18,1843,3
334558,2022-08-18,1110,4
334559,2022-08-18,1837,3
334560,2022-08-18,1806,4
334561,2022-08-18,1806,5
334562,2022-08-18,1241,3
334563,2022-08-18,1837,3
334564,2022-08-18,1806,1
334565,2022-08-18,1241,3
334566,2022-08-18,1837,3
334567,2022-08-19,1806,3
334568,2022-08-19,1806,1
334569,2022-08-19,1343,3
334570,2022-08-19,1110,5
334571,2022-08-19,1843,4
334572,2022-08-19,1241,3
334573,2022-08-19,1110,1
334574,2022-08-19,1493,5
334575,2022-08-19,1110,4
334576,2022-08-19,1806,4
334577,2022-08-19,1837,5
334578,2022-08-19,1837,4
334579,2022-08-19,1806,4
334580,2022-08-19,1806,2
334581,2022-08-20,1493,3
334582,2022-08-20,1343,1
334583,2022-08-20,1843,5
334584,2022-08-20,1837,2
334585,2022-08-20,1110,5
334586,2022-08-20,1843,3
334587,2022-08-20,1241,3
334588,2022-08-20,1493,4
334589,2022-08-20,1493,4
334590,2022-08-20,1837,5
334591,2022-08-20,1806,2
334592,2022-08-20,1843,3
334593,2022-08-20,1493,1
334594,2022-08-20,1343,2
334595,2022-08-21,1241,1
334596,2022-08-21,1806,2
334597,2022-08-21,1343,2
334598,2022-08-21,1343,3
334599,2022-08-21,1110,2
334600,2022-08-21,1493,2
334601,2022-08-21,1241,5
334602,2022-08-21,1110,3
334603,2022-08-21,1110,2
334604,2022-08-21,1343,5
334605,2022-08-21,1806,1
334606,2022-08-21,1493,4
334607,2022-08-21,1843,3
334608,2022-08-21,1843,2
334609,2022-08-22,1806,3
334610,2022-08-22,1241,1
334611,2022-08-22,1241,1
334612,2022-08-22,1806,4
334613,2022-08-22,1837,1
334614,2022-08-22,1343,3
334615,2022-08-22,1843,5
334616,2022-08-22,1493,3
334617,2022-08-22,1343,3
334618,2022-08-22,1241,2
334619,2022-08-22,1493,4
334620,2022-08-22,1241,4
334621,2022-08-22,1110,2
334622,2022-08-22,1343,5
334623,2022-08-23,1806,3
334624,2022-08-23,1241,1
334625,2022-08-23,1806,5
334626,2022-08-23,1806,1
334627,2022-08-23,1110,1
334628,2022-08-23,1493,2
334629,2022-08-23,1843,3
334630,2022-08-23,1837,3
334631,2022-08-23,1837,2
334632,2022-08-23,1241,1
334633,2022-08-23,1806,1
334634,2022-08-23,1806,5
334635,2022-08-23,1343,4
334636,2022-08-23,1241,3
334637,2022-08-24,1493,2
334638,2022-08-24,1241,5
334639,2022-08-24,1837,3
334640,2022-08-24,1837,4
334641,2022-08-24,1843,4
334642,2022-08-24,1493,1
334643,2022-08-24,1241,3
334644,2022-08-24,1843,2
334645,2022-08-24,1843,5
334646,2022-08-24,1806,5
334647,2022-08-24,1110,5
334648,2022-08-24,1493,1
334649,2022-08-24,1110,5
334650,2022-08-24,1806,3
334651,2022-08-25,1110,3
334652,2022-08-25,1241,1
334653,2022-08-25,1241,4
334654,2022-08-25,1343,3
334655,2022-08-25,1806,3
334656,2022-08-25,1110,4
334657,2022-08-25,1241,5
334658,2022-08-25,1493,4
334659,2022-08-25,1806,2
334660,2022-08-25,1110,5
334661,2022-08-25,1343,4
334662,2022-08-25,1110,1
334663,2022-08-25,1110,4
334664,2022-08-25,1110,4
334665,2022-08-26,1806,1
334666,2022-08-26,1806,1
334667,2022-08-26,1110,1
334668,2022-08-26,1241,2
334669,2022-08-26,1493,4
334670,2022-08-26,1837,1
334671,2022-08-26,1241,3
334672,2022-08-26,1806,2
334673,2022-08-26,1241,4
334674,2022-08-26,1493,5
334675,2022-08-26,1806,5
334676,2022-08-26,1343,5
334677,2022-08-26,1806,3
334678,2022-08-26,1110,5
334679,2022-08-27,1241,4
334680,2022-08-27,1110,5
334681,2022-08-27,1806,1
334682,2022-08-27,1806,2
334683,2022-08-27,1806,1
334684,2022-08-27,1110,2
334685,2022-08-27,1343,4
334686,2022-08-27,1843,2
334687,2022-08-27,1806,2
334688,2022-08-27,1843,5
334689,2022-08-27,1843,4
334690,2022-08-27,1806,4
334691,2022-08-27,1343,4
334692,2022-08-27,1493,1
334693,2022-08-28,1110,4
334694,2022-08-28,1806,1
334695,2022-08-28,1843,5
334696,2022-08-28,1837,1
334697,2022-08-28,1493,4
334698,2022-08-28,1110,2
334699,2022-08-28,1837,5
334700,2022-08-28,1493,3
334701,2022-08-28,1837,1
334702,2022-08-28,1843,3
334703,2022-08-28,1843,1
334704,2022-08-28,1343,5
334705,2022-08-28,1343,4
334706,2022-08-28,1241,4
334707,2022-08-29,1806,5
334708,2022-08-29,1241,3
334709,2022-08-29,1837,5
334710,2022-08-29,1110,5
334711,2022-08-29,1837,1
334712,2022-08-29,1843,1
334713,2022-08-29,1110,1
334714,2022-08-29,1837,1
334715,2022-08-29,1110,1
334716,2022-08-29,1241,2
334717,2022-08-29,1343,2
334718,2022-08-29,1241,5
334719,2022-08-29,1343,3
334720,2022-08-29,1837,3
334721,2022-08-30,1110,3
334722,2022-08-30,1343,1
334723,2022-08-30,1493,5
334724,2022-08-30,1843,3
334725,2022-08-30,1343,1
334726,2022-08-30,1806,2
334727,2022-08-30,1837,5
334728,2022-08-30,1843,3
334729,2022-08-30,1493,2
334730,2022-08-30,1110,3
334731,2022-08-30,1110,4
334732,2022-08-30,1837,2
334733,2022-08-30,1241,4
334734,2022-08-30,1837,1
334735,2022-08-31,1493,3
334736,2022-08-31,1843,3
334737,2022-08-31,1110,2
334738,2022-08-31,1843,1
334739,2022-08-31,1241,5
334740,2022-08-31,1241,2
334741,2022-08-31,1843,3
334742,2022-08-31,1110,2
334743,2022-08-31,1837,1
334744,2022-08-31,1343,3
334745,2022-08-31,1806,3
334746,2022-08-31,1843,2
334747,2022-08-31,1241,3
334748,2022-08-31,1843,3
